"('0916.png',)",9.011820465837523
"('3538.png',)",8.454574961650238
"('5360.png',)",8.56263237087187
"('5457.png',)",4.485102678009179
"('1790.png',)",7.5
"('5386.png',)",2.636442577129045
"('0443.png',)",6.345645594161034
"('5335.png',)",6.291790358770428
"('1011.png',)",9.570451168217545
"('1396.png',)",8.41442381744592
"('5547.png',)",7.5
"('1442.png',)",5.277095558063342
"('5161.png',)",5.011597558572605
"('0180.png',)",3.073700785495259
"('5118.png',)",5.197924785035816
"('4762.png',)",7.007452227990444
"('0685.png',)",9.071300539888542
"('2967.png',)",8.06754987514149
"('4005.png',)",7.618818411131937
"('4247.png',)",7.392731613306274
"('1163.png',)",7.9483046546306415
"('0424.png',)",5.551326967814423
"('2305.png',)",4.7188877942034155
"('6265.png',)",4.036155177535278
"('2933.png',)",7.5
"('4052.png',)",8.231433227129482
"('5489.png',)",4.799871866928308
"('1292.png',)",7.5
"('3560.png',)",8.496480767553065
"('1063.png',)",4.565336942356833
"('2524.png',)",4.936996642979719
"('5294.png',)",6.72487881248694
"('1731.png',)",7.907294471094564
"('6061.png',)",7.5
"('5157.png',)",4.790331226281013
"('1890.png',)",3.159561942194856
"('4335.png',)",4.876897562132228
"('6170.png',)",7.5
"('0816.png',)",5.800170553112374
"('3196.png',)",5.213012324753752
"('3517.png',)",7.5
"('4741.png',)",8.288699145117347
"('2802.png',)",5.2945433986024675
"('1381.png',)",8.702409515317038
"('0912.png',)",8.4635801156576
"('0976.png',)",7.5
"('0932.png',)",7.5
"('3626.png',)",8.772869349172263
"('2510.png',)",7.357962913707839
"('4153.png',)",5.220778575580518
"('4314.png',)",3.5988136321871433
"('0671.png',)",6.89478005146044
"('2452.png',)",8.625602896545919
"('2420.png',)",3.6833860776597116
"('4269.png',)",8.709982190655818
"('3014.png',)",5.203049184961372
"('2102.png',)",7.5
"('2798.png',)",10.050751061326238
"('5436.png',)",6.571499606095016
"('1904.png',)",5.786249126292605
"('2210.png',)",7.610313399995857
"('1371.png',)",4.735569646098117
"('1845.png',)",7.5
"('4169.png',)",6.510416190992041
"('1764.png',)",8.878930885567868
"('0174.png',)",6.477462466759148
"('2119.png',)",7.5
"('1602.png',)",7.5
"('2029.png',)",11.079571342172105
"('3784.png',)",5.5010864157593815
"('4577.png',)",6.777395426703617
"('4328.png',)",8.351025087601085
"('2126.png',)",5.319542931971806
"('3180.png',)",10.006239249866928
"('0798.png',)",5.546816915651822
"('5528.png',)",8.64986049305221
"('3149.png',)",4.823195575353465
"('3912.png',)",7.524739590295979
"('5543.png',)",7.5
"('3937.png',)",5.097959825305661
"('5205.png',)",8.671640072304541
"('0149.png',)",2.277175154506055
"('3777.png',)",3.7578311889903464
"('2943.png',)",7.9980016541728585
"('3344.png',)",4.311785458317305
"('4285.png',)",6.650605121127507
"('3127.png',)",8.109812288369783
"('2519.png',)",8.818913918996422
"('0342.png',)",7.374485947168498
"('2714.png',)",5.2577308513757695
"('2862.png',)",3.271235713531553
"('4575.png',)",5.306586197542068
"('6004.png',)",6.275480778557302
"('1455.png',)",6.4357609732710905
"('3279.png',)",5.136239503049377
"('4267.png',)",2.3272712349793148
"('1103.png',)",8.98860531083865
"('2201.png',)",10.72005588665406
"('0422.png',)",7.283465801375675
"('2404.png',)",7.439173153538558
